time,t,o,h,l,c,hour,minute,month,day,year
2024-03-21 04:45,2024-03-21 04:45:00,46947.45,46989.65,46842.8,46848.9,4,45,3,21,2024
2024-03-21 05:00,2024-03-21 05:00:00,46838.3,46892.95,46760.3,46793.5,5,0,3,21,2024
2024-03-21 05:15,2024-03-21 05:15:00,46796.9,46857.2,46776.35,46824.45,5,15,3,21,2024
2024-03-21 05:30,2024-03-21 05:30:00,46825.95,46901.75,46816.9,46875.7,5,30,3,21,2024
2024-03-21 05:45,2024-03-21 05:45:00,46873.55,46898.55,46834.6,46872.3,5,45,3,21,2024
2024-03-21 06:00,2024-03-21 06:00:00,46872.15,46881.8,46785.3,46804.9,6,0,3,21,2024
2024-03-21 06:15,2024-03-21 06:15:00,46803.15,46847.45,46753.35,46780.85,6,15,3,21,2024
2024-03-21 06:30,2024-03-21 06:30:00,46782.85,46782.85,46605.1,46625.2,6,30,3,21,2024
2024-03-21 06:45,2024-03-21 06:45:00,46628.35,46714.1,46571.65,46663.0,6,45,3,21,2024
2024-03-21 07:00,2024-03-21 07:00:00,46665.0,46768.85,46662.9,46739.8,7,0,3,21,2024
2024-03-21 07:15,2024-03-21 07:15:00,46740.3,46756.7,46670.05,46707.85,7,15,3,21,2024
2024-03-21 07:30,2024-03-21 07:30:00,46706.5,46748.55,46699.0,46727.75,7,30,3,21,2024
2024-03-21 07:45,2024-03-21 07:45:00,46724.35,46751.5,46687.4,46733.55,7,45,3,21,2024
2024-03-21 08:00,2024-03-21 08:00:00,46729.95,46778.05,46700.0,46717.55,8,0,3,21,2024
2024-03-21 08:15,2024-03-21 08:15:00,46716.55,46729.8,46645.65,46695.5,8,15,3,21,2024
2024-03-21 08:30,2024-03-21 08:30:00,46692.95,46743.15,46662.4,46680.75,8,30,3,21,2024
2024-03-21 08:45,2024-03-21 08:45:00,46685.95,46740.0,46640.25,46649.4,8,45,3,21,2024
2024-03-21 09:00,2024-03-21 09:00:00,46649.5,46713.05,46645.4,46680.7,9,0,3,21,2024
2024-03-21 09:15,2024-03-21 09:15:00,46680.6,46699.05,46633.35,46683.25,9,15,3,21,2024
2024-03-21 09:30,2024-03-21 09:30:00,46683.4,46725.45,46635.55,46704.5,9,30,3,21,2024
2024-03-21 09:45,2024-03-21 09:45:00,46698.4,46713.05,46670.75,46679.25,9,45,3,21,2024
2024-03-21 10:00,2024-03-21 10:00:00,46677.9,46684.9,46677.9,46684.9,10,0,3,21,2024
2024-03-22 03:45,2024-03-22 03:45:00,46634.9,46741.75,46570.25,46597.35,3,45,3,22,2024
2024-03-22 04:00,2024-03-22 04:00:00,46589.0,46861.75,46582.1,46777.5,4,0,3,22,2024
2024-03-22 04:15,2024-03-22 04:15:00,46764.1,46830.7,46634.95,46829.7,4,15,3,22,2024
2024-03-22 04:30,2024-03-22 04:30:00,46832.45,46892.0,46775.95,46848.05,4,30,3,22,2024
2024-03-22 04:45,2024-03-22 04:45:00,46845.8,46914.7,46803.75,46882.2,4,45,3,22,2024
2024-03-22 05:00,2024-03-22 05:00:00,46883.35,46937.4,46847.05,46855.45,5,0,3,22,2024
2024-03-22 05:15,2024-03-22 05:15:00,46856.25,46908.45,46823.85,46840.05,5,15,3,22,2024
2024-03-22 05:30,2024-03-22 05:30:00,46839.65,46924.1,46834.15,46870.3,5,30,3,22,2024
2024-03-22 05:45,2024-03-22 05:45:00,46870.45,46914.3,46870.45,46896.75,5,45,3,22,2024
2024-03-22 06:00,2024-03-22 06:00:00,46894.35,46946.0,46882.55,46910.05,6,0,3,22,2024
2024-03-22 06:15,2024-03-22 06:15:00,46909.05,46925.55,46889.0,46918.8,6,15,3,22,2024
2024-03-22 06:30,2024-03-22 06:30:00,46911.3,46921.2,46839.45,46859.75,6,30,3,22,2024
2024-03-22 06:45,2024-03-22 06:45:00,46858.6,46883.25,46812.75,46854.1,6,45,3,22,2024
2024-03-22 07:00,2024-03-22 07:00:00,46856.25,46879.9,46826.7,46851.05,7,0,3,22,2024
2024-03-22 07:15,2024-03-22 07:15:00,46849.0,46878.85,46849.0,46862.05,7,15,3,22,2024
2024-03-22 07:30,2024-03-22 07:30:00,46863.95,46919.15,46857.55,46882.45,7,30,3,22,2024
2024-03-22 07:45,2024-03-22 07:45:00,46881.5,46907.95,46850.3,46878.1,7,45,3,22,2024
2024-03-22 08:00,2024-03-22 08:00:00,46880.5,46892.15,46809.25,46840.55,8,0,3,22,2024
2024-03-22 08:15,2024-03-22 08:15:00,46839.85,46866.05,46811.15,46841.4,8,15,3,22,2024
2024-03-22 08:30,2024-03-22 08:30:00,46831.6,46870.45,46821.85,46855.75,8,30,3,22,2024
2024-03-22 08:45,2024-03-22 08:45:00,46851.7,46918.5,46851.7,46900.8,8,45,3,22,2024
2024-03-22 09:00,2024-03-22 09:00:00,46899.7,46908.6,46864.0,46906.6,9,0,3,22,2024
2024-03-22 09:15,2024-03-22 09:15:00,46899.0,46970.4,46878.05,46886.7,9,15,3,22,2024
2024-03-22 09:30,2024-03-22 09:30:00,46881.55,46908.65,46800.45,46845.1,9,30,3,22,2024
2024-03-22 09:45,2024-03-22 09:45:00,46848.05,46867.65,46812.25,46849.05,9,45,3,22,2024
2024-03-22 10:00,2024-03-22 10:00:00,46850.6,46863.75,46850.6,46863.75,10,0,3,22,2024
2024-03-26 03:45,2024-03-26 03:45:00,46552.95,46782.15,46552.95,46738.05,3,45,3,26,2024
2024-03-26 04:00,2024-03-26 04:00:00,46740.5,46778.4,46684.1,46713.45,4,0,3,26,2024
2024-03-26 04:15,2024-03-26 04:15:00,46714.1,46738.15,46667.95,46689.3,4,15,3,26,2024
2024-03-26 04:30,2024-03-26 04:30:00,46688.25,46716.3,46594.05,46638.15,4,30,3,26,2024
2024-03-26 04:45,2024-03-26 04:45:00,46634.55,46675.5,46605.5,46661.8,4,45,3,26,2024
2024-03-26 05:00,2024-03-26 05:00:00,46659.55,46725.65,46620.85,46631.4,5,0,3,26,2024
2024-03-26 05:15,2024-03-26 05:15:00,46630.3,46654.75,46620.15,46630.3,5,15,3,26,2024
2024-03-26 05:30,2024-03-26 05:30:00,46630.0,46659.8,46608.95,46636.5,5,30,3,26,2024
2024-03-26 05:45,2024-03-26 05:45:00,46635.2,46694.65,46621.95,46680.65,5,45,3,26,2024
2024-03-26 06:00,2024-03-26 06:00:00,46680.85,46732.9,46669.6,46731.75,6,0,3,26,2024
2024-03-26 06:15,2024-03-26 06:15:00,46730.9,46753.95,46691.15,46698.4,6,15,3,26,2024
2024-03-26 06:30,2024-03-26 06:30:00,46698.5,46724.55,46662.95,46680.75,6,30,3,26,2024
2024-03-26 06:45,2024-03-26 06:45:00,46681.45,46730.1,46675.95,46712.3,6,45,3,26,2024
2024-03-26 07:00,2024-03-26 07:00:00,46715.2,46726.4,46685.45,46706.9,7,0,3,26,2024
2024-03-26 07:15,2024-03-26 07:15:00,46703.55,46752.1,46693.6,46725.35,7,15,3,26,2024
2024-03-26 07:30,2024-03-26 07:30:00,46727.85,46745.65,46696.2,46710.25,7,30,3,26,2024
2024-03-26 07:45,2024-03-26 07:45:00,46711.4,46724.4,46644.35,46663.2,7,45,3,26,2024
2024-03-26 08:00,2024-03-26 08:00:00,46662.8,46673.75,46618.75,46627.5,8,0,3,26,2024
2024-03-26 08:15,2024-03-26 08:15:00,46626.3,46639.65,46584.6,46629.15,8,15,3,26,2024
2024-03-26 08:30,2024-03-26 08:30:00,46629.05,46681.6,46620.4,46634.85,8,30,3,26,2024
2024-03-26 08:45,2024-03-26 08:45:00,46637.3,46663.25,46611.45,46646.05,8,45,3,26,2024
2024-03-26 09:00,2024-03-26 09:00:00,46648.95,46656.95,46530.75,46554.05,9,0,3,26,2024
2024-03-26 09:15,2024-03-26 09:15:00,46555.5,46596.95,46545.45,46583.1,9,15,3,26,2024
2024-03-26 09:30,2024-03-26 09:30:00,46579.8,46647.45,46546.65,46609.35,9,30,3,26,2024
2024-03-26 09:45,2024-03-26 09:45:00,46608.45,46647.5,46573.05,46623.45,9,45,3,26,2024
2024-03-26 10:00,2024-03-26 10:00:00,46625.15,46625.15,46600.2,46600.2,10,0,3,26,2024
2024-03-27 03:45,2024-03-27 03:45:00,46643.45,46742.9,46643.45,46732.6,3,45,3,27,2024
2024-03-27 04:00,2024-03-27 04:00:00,46734.4,46822.75,46726.85,46807.45,4,0,3,27,2024
2024-03-27 04:15,2024-03-27 04:15:00,46806.0,46826.15,46769.95,46817.3,4,15,3,27,2024
2024-03-27 04:30,2024-03-27 04:30:00,46815.1,46919.3,46810.05,46871.25,4,30,3,27,2024
2024-03-27 04:45,2024-03-27 04:45:00,46875.5,46929.85,46860.05,46879.0,4,45,3,27,2024
2024-03-27 05:00,2024-03-27 05:00:00,46880.55,46944.95,46840.6,46883.0,5,0,3,27,2024
2024-03-27 05:15,2024-03-27 05:15:00,46883.3,46895.15,46785.25,46811.0,5,15,3,27,2024
2024-03-27 05:30,2024-03-27 05:30:00,46812.6,46848.95,46743.75,46796.4,5,30,3,27,2024
2024-03-27 05:45,2024-03-27 05:45:00,46795.55,46826.7,46778.0,46801.75,5,45,3,27,2024
2024-03-27 06:00,2024-03-27 06:00:00,46797.95,46819.25,46768.75,46814.6,6,0,3,27,2024
2024-03-27 06:15,2024-03-27 06:15:00,46814.8,46833.35,46790.9,46796.8,6,15,3,27,2024
2024-03-27 06:30,2024-03-27 06:30:00,46794.45,46806.8,46764.4,46792.55,6,30,3,27,2024
2024-03-27 06:45,2024-03-27 06:45:00,46791.2,46810.15,46760.5,46765.85,6,45,3,27,2024
2024-03-27 07:00,2024-03-27 07:00:00,46766.25,46792.05,46753.85,46770.1,7,0,3,27,2024
2024-03-27 07:15,2024-03-27 07:15:00,46762.0,46813.0,46762.0,46813.0,7,15,3,27,2024
2024-03-27 07:30,2024-03-27 07:30:00,46808.5,46827.35,46765.5,46794.3,7,30,3,27,2024
2024-03-27 07:45,2024-03-27 07:45:00,46791.2,46802.1,46751.3,46768.05,7,45,3,27,2024
2024-03-27 08:00,2024-03-27 08:00:00,46766.55,46814.85,46763.0,46803.55,8,0,3,27,2024
2024-03-27 08:15,2024-03-27 08:15:00,46811.5,46825.5,46776.85,46787.9,8,15,3,27,2024
2024-03-27 08:30,2024-03-27 08:30:00,46788.65,46799.5,46754.55,46763.8,8,30,3,27,2024
2024-03-27 08:45,2024-03-27 08:45:00,46761.4,46774.3,46706.55,46730.45,8,45,3,27,2024
2024-03-27 09:00,2024-03-27 09:00:00,46732.75,46761.55,46697.0,46758.1,9,0,3,27,2024
2024-03-27 09:15,2024-03-27 09:15:00,46756.9,46764.35,46689.15,46741.55,9,15,3,27,2024
2024-03-27 09:30,2024-03-27 09:30:00,46742.25,46788.3,46671.9,46787.4,9,30,3,27,2024
2024-03-27 09:45,2024-03-27 09:45:00,46789.3,46942.8,46772.2,46851.15,9,45,3,27,2024
2024-03-27 10:00,2024-03-27 10:00:00,46850.9,46850.9,46785.95,46785.95,10,0,3,27,2024
2024-03-28 03:45,2024-03-28 03:45:00,46827.85,47089.65,46827.85,47056.35,3,45,3,28,2024
2024-03-28 04:00,2024-03-28 04:00:00,47055.9,47147.75,47027.05,47139.35,4,0,3,28,2024
2024-03-28 04:15,2024-03-28 04:15:00,47147.15,47175.4,47087.85,47113.05,4,15,3,28,2024
2024-03-28 04:30,2024-03-28 04:30:00,47114.3,47163.55,47104.55,47161.45,4,30,3,28,2024
2024-03-28 04:45,2024-03-28 04:45:00,47162.0,47256.2,47160.75,47198.3,4,45,3,28,2024
2024-03-28 05:00,2024-03-28 05:00:00,47200.0,47301.75,47182.0,47285.95,5,0,3,28,2024
2024-03-28 05:15,2024-03-28 05:15:00,47286.7,47303.25,47246.0,47282.4,5,15,3,28,2024
2024-03-28 05:30,2024-03-28 05:30:00,47282.95,47346.45,47280.0,47346.05,5,30,3,28,2024
2024-03-28 05:45,2024-03-28 05:45:00,47346.6,47349.05,47284.15,47309.95,5,45,3,28,2024
2024-03-28 06:00,2024-03-28 06:00:00,47310.05,47311.35,47233.95,47254.6,6,0,3,28,2024
2024-03-28 06:15,2024-03-28 06:15:00,47256.1,47287.7,47195.1,47235.4,6,15,3,28,2024
2024-03-28 06:30,2024-03-28 06:30:00,47241.1,47250.8,47184.65,47207.4,6,30,3,28,2024
2024-03-28 06:45,2024-03-28 06:45:00,47207.5,47249.85,47179.25,47208.05,6,45,3,28,2024
2024-03-28 07:00,2024-03-28 07:00:00,47215.5,47346.75,47201.3,47329.35,7,0,3,28,2024
2024-03-28 07:15,2024-03-28 07:15:00,47329.1,47380.3,47287.85,47291.3,7,15,3,28,2024
2024-03-28 07:30,2024-03-28 07:30:00,47291.2,47348.3,47284.45,47337.8,7,30,3,28,2024
2024-03-28 07:45,2024-03-28 07:45:00,47337.85,47363.3,47318.3,47325.5,7,45,3,28,2024
2024-03-28 08:00,2024-03-28 08:00:00,47325.4,47367.1,47325.4,47347.65,8,0,3,28,2024
2024-03-28 08:15,2024-03-28 08:15:00,47347.15,47370.95,47318.95,47345.7,8,15,3,28,2024
2024-03-28 08:30,2024-03-28 08:30:00,47345.85,47421.2,47336.95,47405.7,8,30,3,28,2024
2024-03-28 08:45,2024-03-28 08:45:00,47407.35,47439.95,47377.65,47406.75,8,45,3,28,2024
2024-03-28 09:00,2024-03-28 09:00:00,47406.8,47432.65,47380.75,47416.3,9,0,3,28,2024
2024-03-28 09:15,2024-03-28 09:15:00,47407.45,47417.35,47229.45,47233.85,9,15,3,28,2024
2024-03-28 09:30,2024-03-28 09:30:00,47235.2,47241.05,46997.55,47036.7,9,30,3,28,2024
2024-03-28 09:45,2024-03-28 09:45:00,47038.3,47167.25,47029.15,47146.75,9,45,3,28,2024
2024-03-28 10:00,2024-03-28 10:00:00,47150.3,47150.3,47124.6,47124.6,10,0,3,28,2024
2024-04-01 03:45,2024-04-01 03:45:00,47391.05,47632.4,47391.05,47566.5,3,45,4,1,2024
2024-04-01 04:00,2024-04-01 04:00:00,47562.85,47641.05,47479.35,47515.45,4,0,4,1,2024
2024-04-01 04:15,2024-04-01 04:15:00,47514.35,47586.8,47488.35,47585.7,4,15,4,1,2024
2024-04-01 04:30,2024-04-01 04:30:00,47584.95,47596.35,47510.6,47543.55,4,30,4,1,2024
2024-04-01 04:45,2024-04-01 04:45:00,47543.05,47575.6,47494.4,47554.65,4,45,4,1,2024
2024-04-01 05:00,2024-04-01 05:00:00,47554.8,47612.25,47534.6,47555.5,5,0,4,1,2024
2024-04-01 05:15,2024-04-01 05:15:00,47556.15,47570.95,47528.45,47551.05,5,15,4,1,2024
2024-04-01 05:30,2024-04-01 05:30:00,47551.8,47570.15,47485.05,47563.65,5,30,4,1,2024
2024-04-01 05:45,2024-04-01 05:45:00,47566.65,47589.05,47540.45,47563.85,5,45,4,1,2024
2024-04-01 06:00,2024-04-01 06:00:00,47569.75,47582.55,47551.65,47571.75,6,0,4,1,2024
2024-04-01 06:15,2024-04-01 06:15:00,47570.8,47587.5,47535.7,47564.45,6,15,4,1,2024
2024-04-01 06:30,2024-04-01 06:30:00,47566.15,47581.9,47544.55,47547.7,6,30,4,1,2024
2024-04-01 06:45,2024-04-01 06:45:00,47547.55,47572.5,47530.2,47550.85,6,45,4,1,2024
2024-04-01 07:00,2024-04-01 07:00:00,47550.2,47562.45,47535.7,47544.7,7,0,4,1,2024
2024-04-01 07:15,2024-04-01 07:15:00,47543.4,47543.5,47457.25,47499.45,7,15,4,1,2024
2024-04-01 07:30,2024-04-01 07:30:00,47500.25,47511.3,47432.3,47466.8,7,30,4,1,2024
2024-04-01 07:45,2024-04-01 07:45:00,47468.1,47511.75,47461.0,47506.35,7,45,4,1,2024
2024-04-01 08:00,2024-04-01 08:00:00,47508.2,47562.8,47506.25,47527.4,8,0,4,1,2024
2024-04-01 08:15,2024-04-01 08:15:00,47523.95,47532.4,47476.15,47487.45,8,15,4,1,2024
2024-04-01 08:30,2024-04-01 08:30:00,47488.3,47536.15,47483.8,47498.55,8,30,4,1,2024
2024-04-01 08:45,2024-04-01 08:45:00,47505.5,47513.4,47471.75,47498.1,8,45,4,1,2024
2024-04-01 09:00,2024-04-01 09:00:00,47495.0,47526.75,47447.9,47480.45,9,0,4,1,2024
2024-04-01 09:15,2024-04-01 09:15:00,47478.65,47559.75,47470.45,47554.3,9,15,4,1,2024
2024-04-01 09:30,2024-04-01 09:30:00,47553.1,47591.5,47528.25,47583.85,9,30,4,1,2024
2024-04-01 09:45,2024-04-01 09:45:00,47585.8,47643.0,47542.6,47558.7,9,45,4,1,2024
2024-04-01 10:00,2024-04-01 10:00:00,47568.65,47578.25,47568.05,47578.25,10,0,4,1,2024
2024-04-02 03:45,2024-04-02 03:45:00,47490.75,47541.0,47410.45,47500.3,3,45,4,2,2024
2024-04-02 04:00,2024-04-02 04:00:00,47497.7,47694.55,47484.05,47688.7,4,0,4,2,2024
2024-04-02 04:15,2024-04-02 04:15:00,47689.25,47706.4,47560.75,47580.55,4,15,4,2,2024
2024-04-02 04:30,2024-04-02 04:30:00,47584.8,47632.4,47564.85,47575.75,4,30,4,2,2024
2024-04-02 04:45,2024-04-02 04:45:00,47577.9,47627.5,47558.75,47586.1,4,45,4,2,2024
2024-04-02 05:00,2024-04-02 05:00:00,47586.55,47606.45,47546.4,47596.15,5,0,4,2,2024
2024-04-02 05:15,2024-04-02 05:15:00,47593.5,47622.45,47565.0,47568.85,5,15,4,2,2024
2024-04-02 05:30,2024-04-02 05:30:00,47568.0,47697.35,47550.85,47623.25,5,30,4,2,2024
2024-04-02 05:45,2024-04-02 05:45:00,47619.55,47631.55,47599.1,47615.7,5,45,4,2,2024
2024-04-02 06:00,2024-04-02 06:00:00,47618.2,47649.2,47602.25,47605.75,6,0,4,2,2024
